customer_id,first_name,last_name,birth_date,gender,email,phone_number,region,risk_score
580,Brandi,Soto,1989-12-18,F,harrislisa@example.org,(969)781-5287x339,Northeast,2.38
581,Michael,Yoder,2002-07-15,Other,lauriegonzales@example.net,(719)212-8411x7309,Northeast,4.09
582,Jeffrey,Shepard,2007-03-23,Other,peter51@example.org,318-993-8984x6908,Midwest,1.53
583,Sharon,Mercer,1988-11-30,F,johnsonrobert@example.org,302-838-5037x19905,West,2.35
584,Carly,Salazar,1949-12-12,Other,rpotts@example.net,6105783567,Southeast,4.32
585,Andrew,Brown,1997-02-08,Other,amandadalton@example.net,+1-308-770-6626x68217,Southwest,4.92
586,Michael,Cooper,2006-12-08,F,allenchristopher@example.org,268.490.0301,Southeast,4.25
587,Samuel,Campbell,1965-11-02,M,carrie34@example.org,+1-967-611-1483x753,Southwest,1.15
588,Shelly,Deleon,1964-05-18,M,alisonadams@example.net,+1-381-505-6974,Northeast,4.16
589,Rhonda,Skinner,1979-12-01,M,kevintran@example.org,(820)637-7107x044,Midwest,4.73
590,Margaret,Miller,1963-06-15,Other,ysimpson@example.com,703.236.2680x408,Southwest,4.96
591,Renee,Webster,1967-05-05,Other,lisa93@example.org,696-460-1864x87699,Southwest,2.01
592,Susan,Mcdonald,2007-05-21,Other,davidsmith@example.net,613-684-5960x945,Southeast,2.14
593,Kimberly,Patrick,1985-11-01,M,martinezashley@example.com,527-870-7070x578,Midwest,2.09
594,Brian,Mcmillan,1963-04-11,F,stephanie72@example.com,001-944-772-3229x03102,Southwest,4.56
595,Bobby,Love,1948-08-07,Other,theresa05@example.net,001-509-535-1187x181,Southwest,4.58
596,Mark,Watson,2000-06-12,F,bjones@example.com,(605)295-5657,Midwest,4.89
597,Ethan,Williams,1954-09-03,F,rodriguezjason@example.com,889.353.6902x61139,Southwest,2.47
598,Melanie,Rose,1947-12-18,Other,hhopkins@example.com,943-894-3535x37513,Midwest,4.2
599,Michael,Bell,1978-11-14,Other,melendezdenise@example.net,476.639.2836,Southwest,1.32
600,Laura,Peterson,1952-06-28,Other,ortizwilliam@example.org,001-673-927-0216,Southeast,3.18
601,Julia,Martinez,1946-10-12,F,kjohnson@example.org,(588)666-5268,Northeast,1.32
602,David,Merritt,2005-08-05,Other,brittany91@example.net,4154767647,Midwest,2.23
603,Jennifer,Lawrence,2000-04-08,Other,hernandezalan@example.net,(976)757-2894x134,Southwest,1.67
604,Brandon,Holmes,1980-03-14,F,ymitchell@example.com,001-422-303-6849x95154,Midwest,2.79
605,Keith,Tucker,1959-09-06,Other,keithhardin@example.net,001-513-242-1388x20908,Midwest,3.46
606,Tracy,Carson,1969-08-10,F,juangould@example.com,001-478-627-4117x6741,Midwest,3.56
607,Jessica,Wilson,1968-07-13,M,garnerjeffrey@example.org,528-254-7815x06185,Northeast,3.68
608,Stacy,Burton,1961-03-13,F,brendawiggins@example.org,+1-234-872-7274x23183,Midwest,3.05
609,Carlos,Grant,1958-08-27,Other,benjaminwatts@example.net,(793)957-8243x4776,Southeast,4.81
610,Kenneth,Robinson,2004-05-28,M,robert75@example.org,+1-561-227-5156x27796,West,3.71
611,Kelly,Romero,2005-01-05,F,xbrown@example.com,756-267-6640x473,Northeast,1.5
612,Kyle,Ortiz,1983-06-03,M,amandachan@example.org,+1-395-229-8006x155,Midwest,2.45
613,April,Cox,1957-12-19,Other,maryfoster@example.net,242.255.6383,Northeast,3.42
614,Megan,Fischer,1980-04-17,Other,masonlacey@example.org,(844)803-3041,Southwest,4.8
615,David,Yang,1962-11-01,F,joneswilliam@example.net,001-860-208-9219x63945,Southwest,4.05
616,Kevin,Stevens,1951-03-31,Other,tanya97@example.com,261-936-8474x8836,Southeast,3.12
617,Jessica,Bean,1996-05-13,F,chavezbecky@example.org,(437)557-9145x2118,Midwest,3.6
618,Michelle,Burns,1961-06-22,M,thomaschristina@example.com,893.207.4645x20599,Northeast,1.1
619,Joseph,Clark,1982-09-25,M,ugardner@example.net,357.878.8116,Southwest,3.07
620,David,Smith,1979-11-05,Other,martinsamuel@example.org,8672287286,Northeast,2.05
621,Kenneth,Graham,1964-06-25,F,alexandra95@example.net,+1-522-748-3958x9477,Southwest,1.86
622,Sara,Cortez,2002-06-20,Other,frankespinoza@example.com,5565227104,Midwest,3.78
623,Heather,Medina,1966-12-27,F,browntaylor@example.org,858-635-0344,Southeast,1.49
624,Michael,Wang,1961-10-18,M,chrishernandez@example.net,842.749.1289,Southwest,1.69
625,Barbara,Castaneda,1985-08-13,Other,tammy97@example.org,(903)231-9222,Southwest,4.99
626,Marcus,Huang,1948-01-06,Other,williamgonzales@example.net,754.381.3866x6754,Midwest,3.67
627,Nicole,Wilkinson,1955-10-07,Other,jennifer68@example.com,541.886.5205x7563,Northeast,3.2
628,Neil,Fitzpatrick,1945-03-10,F,scottfox@example.org,001-645-215-4809,Midwest,4.41
629,Deborah,May,1971-07-26,Other,forbesjanet@example.com,+1-709-207-9772x7810,Southeast,4.17
630,Chloe,Reeves,1992-06-24,Other,monicaanderson@example.com,207-705-1843,Southeast,1.49
631,Mary,Charles,1965-12-31,M,rebeccamatthews@example.com,606.560.1382x41270,Southeast,1.95
632,Haley,Ortiz,1987-09-11,F,collinsann@example.org,279-419-7111x21259,Northeast,2.44
633,Kristina,Robinson,1969-12-12,Other,umiller@example.org,532-540-6424x2956,Midwest,2.87
634,Joshua,Gonzalez,1964-07-13,Other,heidi41@example.com,(595)858-7209x628,Southeast,3.45
635,Michael,Cochran,1998-08-25,M,jared88@example.net,918-434-3740x182,Northeast,2.24
636,Tanner,Morris,1982-10-29,Other,cbarrett@example.com,001-615-402-6755x125,Southwest,3.1
637,Steven,Lopez,1945-12-10,F,dlamb@example.net,001-966-873-4595,West,1.3
638,Kevin,Arellano,2004-03-03,F,kathrynsantana@example.net,466-649-6902,Northeast,2.8
639,Olivia,Sanford,1980-02-16,Other,stephaniebradley@example.org,(450)914-2576,West,2.38
640,Aaron,Hernandez,2004-07-18,Other,kevinmiller@example.org,461.732.8507,West,1.73
641,Cory,Pierce,1971-04-12,M,robertabarnett@example.com,001-831-362-5265x469,Southwest,3.01
642,Michael,Santiago,1984-05-14,M,walkercharlotte@example.org,(555)280-9961x327,Northeast,3.07
643,Jason,Graham,1967-07-28,F,bvaldez@example.org,346-770-4622x6817,Southeast,1.65
644,Gina,Garcia,2003-02-25,Other,alara@example.org,329-986-7076x60464,Southeast,2.38
645,Wayne,Norman,1992-11-30,Other,megan51@example.org,(286)912-0594x38976,Midwest,4.38
646,Juan,Martinez,1977-10-12,F,mrichardson@example.net,(246)954-0842x456,Southeast,3.54
647,Mark,Fields,1985-01-02,Other,howardbenjamin@example.net,(532)918-1227x6457,Midwest,1.5
648,Billy,Nguyen,1947-01-25,F,chelseacummings@example.org,(581)654-6602x4161,West,3.13
649,Wanda,Gilbert,1981-02-24,Other,heatherwilliams@example.net,236.842.4809x6244,Southeast,3.37
650,Jamie,Casey,1989-03-09,Other,joshuaford@example.net,713-830-5319x49796,Southeast,1.68
651,Thomas,Grant,1967-10-20,Other,luis72@example.com,001-773-382-6460x9178,West,2.35
652,Jared,Mercer,1969-08-02,Other,kelly57@example.net,602.999.2959x660,Northeast,4.3
653,Veronica,Brooks,1981-01-16,M,nicholasrush@example.org,863-831-9422,Northeast,1.18
654,Michael,Robinson,2005-09-27,Other,luis51@example.net,+1-858-688-6367x74722,West,2.06
655,Aaron,Gallegos,1996-05-18,M,rdouglas@example.org,(396)866-3093x2998,West,2.67
656,Sonia,Nguyen,1961-06-21,Other,ashleykennedy@example.org,(909)568-8327x532,Northeast,2.99
657,Marcus,Carter,2005-04-30,Other,clarksteven@example.org,+1-297-232-7819x52371,West,2.16
658,Evelyn,Russell,1979-10-31,F,eatkins@example.com,781-898-0770x460,Southwest,1.98
659,Jennifer,Hunt,1988-09-01,Other,hpatterson@example.org,(549)912-5652,Southwest,2.19
660,Jason,Davis,1988-02-25,M,ellisjenna@example.org,001-645-247-5749x49022,Northeast,1.63
661,Jeffrey,Wood,1969-02-22,F,kristopher29@example.net,577-642-2294x6430,Southwest,2.86
662,Eddie,Smith,1969-03-30,F,kwoods@example.com,+1-929-885-8567x2872,West,1.57
663,Alexis,Arroyo,1967-10-05,Other,kylewalker@example.com,+1-213-857-7908x335,Midwest,3.94
664,Connie,Crane,1978-12-28,F,nelsonsuzanne@example.net,+1-410-579-8334,Southwest,1.52
665,Jeremy,Love,1956-07-15,F,krausejoseph@example.com,531-928-4033,West,3.25
666,Steven,Herrera,1997-08-21,F,florescynthia@example.org,217.817.3189x3974,Southeast,2.87
667,Michelle,Rodriguez,2004-10-15,F,mwaters@example.net,+1-697-604-6947x2587,Southwest,1.99
668,Joseph,Patel,1967-09-05,M,erica84@example.net,812.670.5877x221,Northeast,2.16
669,Cody,Atkins,1967-10-07,F,jamesrodriguez@example.org,548.445.8714,West,2.67
670,Mario,Lee,1971-06-05,M,melissabishop@example.org,787-796-4347x45245,Midwest,4.74
671,Shannon,Coleman,1971-03-30,Other,zsmith@example.org,(852)774-0334x45056,Midwest,1.76
672,Angela,Stevenson,1998-09-24,M,christinaalexander@example.com,813-925-7970,Southwest,4.98
673,John,Benitez,1984-05-06,F,dbrown@example.net,648-557-4172x15622,Southwest,4.52
674,Anna,Gonzales,1966-10-09,F,angela40@example.org,001-615-657-3257x37553,Northeast,1.36
675,Cassandra,Cantu,1954-01-03,F,mayronald@example.com,7809850960,West,2.83
676,Justin,Cook,1949-01-11,M,cunninghamterri@example.org,+1-828-619-7931,Southeast,3.33
677,Steven,Preston,1994-09-30,M,debrajones@example.net,001-257-886-0694,Northeast,2.13
678,Andrew,Perez,1973-07-12,Other,jonathanwalker@example.net,001-358-273-9592x32342,Southwest,2.14
679,Amanda,Blackburn,1947-02-23,M,amberblevins@example.com,333-834-2643x35027,Northeast,2.72
680,Anthony,Dillon,2002-08-03,F,omargriffin@example.com,336.491.1289,Midwest,4.06
681,Katherine,Martinez,1977-09-29,F,kara56@example.org,218.257.4817,Northeast,2.6
682,Norman,Fisher,2002-10-25,Other,gomezsonya@example.org,(243)416-7045x02329,West,1.78
683,April,Taylor,1976-06-07,Other,brownleah@example.net,+1-445-296-2622x82251,Midwest,1.29
684,Tyler,Torres,1987-01-06,Other,regina49@example.com,8054070260,Southwest,4.06
685,Eric,Smith,2005-07-07,F,christophermcneil@example.org,776.787.2904x7742,West,3.72
686,Summer,Barnett,1951-01-08,M,kvasquez@example.org,(638)322-3116,Southeast,4.9
687,John,King,1994-02-21,F,mark79@example.net,294.425.6529x06032,Midwest,4.18
688,Cynthia,Conley,1960-08-24,F,randysmith@example.com,653.796.7379x4871,West,4.76
689,Matthew,Stafford,1961-11-01,M,lindsay78@example.com,+1-315-384-1560x82137,Southeast,3.41
690,Andrea,Phillips,2003-11-22,F,kurt68@example.org,226.783.2303x58929,West,1.16
691,Amber,Steele,1980-08-02,M,nicholasgarcia@example.org,+1-893-928-9634x0646,Southeast,3.85
692,Taylor,Taylor,1964-11-16,F,jonesjeanette@example.net,439-891-0622x7236,West,2.83
693,Peter,Lee,2001-03-28,Other,chad42@example.com,392-637-2450,West,1.56
694,Alexandria,Ingram,1985-03-09,Other,chall@example.com,889-672-1540,Midwest,1.65
695,Daniel,Owens,1984-04-08,Other,nancyholt@example.com,001-343-681-1995x37660,Midwest,3.37
696,Megan,Oconnor,2006-01-11,Other,danielle56@example.net,651-301-7397x396,West,3.13
697,Wendy,Mckenzie,1977-08-29,Other,qobrien@example.com,7918919113,West,2.2
698,Lisa,Higgins,1947-03-05,M,deborah77@example.net,906.660.3920x51460,Midwest,2.32
699,Michael,Vega,1968-06-10,M,joshuabowers@example.com,742.738.8565x271,Southwest,3.33
700,Christina,Singh,2001-05-14,Other,leslietorres@example.net,965-797-2634,Northeast,3.39
701,Matthew,Kim,1969-01-22,F,susanmorris@example.org,894.388.4882,West,3.31
702,James,Davis,1985-02-25,Other,jphelps@example.net,285-562-6149x91537,Northeast,3.33
703,Amy,Contreras,1963-02-04,M,simpsonmartha@example.org,937.932.0430,West,3.52
704,Robert,Arnold,1983-02-13,Other,robertabbott@example.net,(396)445-4655x3585,Southwest,1.59
705,Marc,Carey,1992-04-06,Other,laurariley@example.org,978.951.9358x37490,Southeast,1.13
706,Tyler,Graham,1956-02-14,Other,castroangelica@example.org,(872)415-1494x097,Northeast,1.76
707,Valerie,Lewis,1975-03-25,F,amanda45@example.org,001-286-728-9509,Midwest,2.68
708,Briana,Hampton,1949-04-18,F,morenojessica@example.net,339.322.0715,Southeast,2.64
709,Sophia,Berry,1991-02-06,Other,yballard@example.net,625.821.4526x4712,Southwest,4.49
710,James,Bell,1988-07-03,Other,morgankaren@example.net,209-708-0512x080,Northeast,3.82
711,Paul,Johnson,2006-01-21,Other,michele23@example.net,+1-972-483-5129x592,Southeast,3.24
712,William,Olsen,1974-10-02,Other,howellsavannah@example.org,741-952-9821x7392,Southwest,3.1
713,Sarah,Kelley,1970-12-03,F,qraymond@example.net,253-752-3736,Southeast,2.84
714,Brian,Haas,1977-02-25,Other,abbottchristopher@example.net,689-898-8683x45273,Midwest,3.19
715,Richard,Bennett,1977-11-02,Other,henrymarc@example.com,+1-464-774-0803x149,Midwest,3.44
716,Jocelyn,Ferguson,1947-09-04,M,paul58@example.org,+1-368-582-8503x17235,Southeast,2.12
717,Tyler,Duncan,1986-03-06,F,williamspatrick@example.net,840-235-2635,Southeast,4.77
718,Eric,George,1986-10-10,F,nicole69@example.net,+1-243-846-0666x4374,Midwest,3.82
719,Bobby,Wang,1953-03-26,Other,chadwilson@example.org,612.385.2464x8449,Southwest,2.27
720,Kathleen,Foster,2004-09-22,F,stephaniepeters@example.com,228.807.7113,West,4.73
721,Jack,Farmer,1999-05-04,Other,allenchristina@example.com,001-727-690-8335x0902,Midwest,2.15
722,Sandra,Bell,1958-02-12,Other,myerseric@example.com,413.423.5707x13984,West,2.52
723,Amy,Stewart,1952-01-16,F,ortizamanda@example.net,001-825-350-2130x6090,Midwest,4.82
724,Melody,Gill,1946-11-09,M,smithmadison@example.com,001-664-796-7379,Midwest,1.17
725,Tina,Fields,1977-01-24,Other,shawnsuarez@example.org,(642)464-2506,Northeast,2.39
726,Brad,Jenkins,2004-05-01,F,vanessamartinez@example.net,(736)866-7776x755,Midwest,3.99
727,Dean,Moreno,1961-03-15,M,jennifercarroll@example.net,+1-995-678-6543x62718,Southeast,4.31
728,Rebecca,Sosa,2003-09-03,F,nwilliams@example.com,+1-826-486-2703,West,3.78
729,Joshua,Reese,1982-10-19,M,danielleandrews@example.org,(265)373-2759,Northeast,3.46
730,Kristin,Miller,1945-01-19,Other,riverachristopher@example.com,923.941.5959,Southeast,1.97
731,Matthew,Thompson,1965-02-05,Other,langernest@example.org,(961)689-6288,West,1.9
732,Hannah,Mckee,1952-03-05,M,reginadavis@example.org,(967)467-2095,Northeast,1.4
733,Seth,Smith,1977-12-04,F,nicole15@example.org,(629)346-2135,Southwest,1.4
734,Michael,Terrell,1978-02-17,M,howellbrittany@example.org,(643)684-8075x203,Northeast,4.86
735,Shane,Hamilton,1947-03-20,M,karen71@example.com,+1-502-990-9046,Southwest,3.61
736,Norman,Johnson,1990-03-09,F,heidi55@example.net,(765)325-4837x44171,Southwest,3.6
737,Andrew,Anderson,1996-04-27,F,sanchezgregory@example.org,(393)411-0059,Midwest,2.14
738,Brandi,Sheppard,1975-10-26,M,kristi19@example.org,5235121106,Northeast,3.61
739,Brendan,Miller,1966-04-07,M,thomasgonzalez@example.com,+1-527-649-0728x012,West,3.95
740,Douglas,Weaver,1957-05-07,M,warnercharles@example.org,532-269-4968x43645,Southeast,2.67
741,Diana,Donaldson,1961-08-03,M,karen10@example.org,350.696.1701x5959,Northeast,4.99
742,Jessica,Flores,1968-10-30,F,twood@example.com,983-939-2056x77567,Southwest,1.75
743,Eric,Rojas,1970-09-13,Other,iherring@example.com,(826)950-6229x2310,Midwest,4.51
744,Edward,Rogers,1945-12-08,M,tmyers@example.net,333-379-7662x705,Midwest,3.27
745,Stephanie,Mccarthy,1985-10-28,M,donald87@example.org,(670)742-5496x91928,Midwest,2.14
746,Jenny,Roman,2003-04-07,Other,mikewaller@example.org,9756633535,West,3.1
747,Angela,Ray,1966-12-28,M,rachelsheppard@example.net,001-239-793-3797,West,2.87
748,William,Davis,1995-07-07,M,cindymiller@example.com,594.517.6342x507,Northeast,2.32
749,Cynthia,Murphy,2000-08-04,Other,yhoffman@example.com,675-598-3399x14038,Southwest,3.59
750,Krystal,Henderson,2000-03-02,Other,evansjames@example.com,4069157276,Southeast,1.06
751,Katherine,Rodriguez,1963-01-29,F,thill@example.net,742.492.5010x587,Midwest,3.27
752,Leslie,Le,1981-11-24,M,fullerdebbie@example.com,(259)404-5990,Southeast,3.44
753,Tyler,Mcintosh,1953-12-25,Other,curtismartin@example.net,915.855.1651,Southwest,4.31
754,Amy,Warren,1988-02-20,Other,jneal@example.org,272.214.3308,Midwest,1.35
755,Dawn,Terry,1977-01-13,Other,williamskatherine@example.org,(985)256-6084,Northeast,1.74
756,Elizabeth,Terry,1981-11-22,M,williamsbrittany@example.org,497.805.1958,Southwest,2.29
757,Jason,Herrera,2006-09-28,M,joseph58@example.com,(339)645-3546,Northeast,2.04
758,Shannon,Griffin,1988-10-15,M,hharris@example.org,(613)539-4394x5703,Southwest,4.02
759,William,Collins,1959-03-11,F,michelleclark@example.net,(357)269-2778x9431,Midwest,3.33
760,Melissa,Harvey,2002-10-16,Other,arroyosarah@example.com,669.821.0533x651,Northeast,2.05
761,Desiree,Evans,1946-11-04,F,turnerjose@example.org,607-620-1137,Southeast,1.25
762,Andrew,Hart,1948-10-07,M,jasonsanders@example.com,2073676209,Southwest,2.23
763,Susan,Walter,1992-10-08,F,jennifer34@example.org,+1-743-337-0096x87304,West,4.69
764,Carly,Bryant,1976-08-12,Other,nathanielwinters@example.net,+1-782-955-6296,Midwest,3.76
765,Tonya,Saunders,1954-07-05,Other,alowe@example.com,(419)742-5577x82058,Midwest,2.47
766,Amber,Collier,1955-04-24,M,tiffanysparks@example.net,(416)518-8081x9048,Southeast,4.83
767,Gabriella,French,1977-10-01,F,nguyenmary@example.com,+1-568-963-9561,Southeast,2.82
768,Eric,Benson,1995-09-22,Other,jenniferbarry@example.net,372-514-3643,Midwest,2.66
769,Andrew,Johnson,1952-09-13,Other,jacobparsons@example.org,647-716-5609,Southwest,4.03
770,Paul,Clark,1973-08-16,Other,lreid@example.org,+1-770-975-5047x68169,Southeast,4.05
771,Virginia,James,1977-08-19,Other,wellsamy@example.org,717.665.3970,West,4.49
772,Angela,Padilla,1975-03-02,M,christinadavis@example.net,(690)887-1827,West,2.79
773,Laurie,Nichols,1993-10-02,Other,kingdavid@example.net,527.942.0495x6121,Midwest,1.31
774,Todd,Smith,1997-04-02,Other,kelseywilliams@example.org,459.473.7112,Northeast,1.25
775,Joy,Potts,1982-10-04,Other,kimmichael@example.net,(308)358-1670x46861,West,1.81
776,Jose,Fry,1968-10-19,Other,pmorales@example.org,702-619-2378,Southeast,1.66
777,Timothy,Arellano,1989-02-13,Other,brandiwilson@example.org,232.342.6050,Southwest,1.46
778,Alicia,Adams,1980-07-25,M,turnerlisa@example.com,473.837.7731,West,2.96
779,Angela,Sims,2002-11-23,Other,thomasdavid@example.net,(717)581-9236,Southwest,4.23
780,Maria,Russell,1995-08-30,F,uwilliams@example.com,8354679327,Southeast,3.05
781,John,Boyd,1978-04-17,F,reynoldsanthony@example.org,+1-712-605-4647,West,1.23
782,Mary,Jacobs,2007-01-08,F,melissa78@example.com,(398)699-9275x1758,Midwest,3.89
783,Crystal,Villa,2003-12-28,F,brooke35@example.com,693.654.3586,Midwest,4.27
784,Carla,Santiago,1957-04-12,Other,leahbarker@example.org,+1-758-485-3798x21433,Southeast,3.31
785,Paige,Pacheco,1969-12-24,M,peterlove@example.net,285.324.9141x686,Southwest,2.38
786,Jacob,Villa,1978-02-24,M,jdonovan@example.net,889-863-4067x917,West,4.98
787,Lawrence,Taylor,1952-10-29,M,kathleen00@example.org,218-384-2163x090,Southwest,1.13
788,Matthew,Weber,1963-04-29,F,russell33@example.net,+1-494-885-3208x953,Southeast,4.08
789,James,Jensen,1955-05-18,Other,duncanchristina@example.com,311.236.3379x2234,Southwest,2.5
790,John,Parker,1983-11-27,F,ogriffin@example.org,667-572-6960,Southwest,4.48
791,Nicole,Henry,1998-03-12,F,marc78@example.net,(779)735-2196x2633,Southwest,1.32
792,Richard,Wright,1964-03-29,Other,nicolasrich@example.org,+1-993-817-0695x56076,West,1.53
793,Christopher,Scott,1960-01-06,F,michael47@example.org,(739)289-8306,Northeast,1.71
794,Kathleen,Davis,2006-10-14,Other,christopherdominguez@example.org,818-647-2426x423,Southwest,3.12
795,Garrett,Jones,2003-10-15,Other,oliverashley@example.net,(348)376-2303,Southeast,4.34
796,Kendra,Adams,1997-10-03,M,amandamaxwell@example.net,001-252-828-2305x24808,Midwest,2.85
797,Dennis,Williams,1955-01-27,Other,johnlynch@example.com,001-247-337-2132,West,2.7
798,Tonya,Taylor,1964-01-03,F,frice@example.net,001-868-486-8785x99648,Southeast,1.99
799,Wesley,Porter,1999-03-26,F,clarkcarol@example.com,519-866-6450x5730,Southeast,2.1
800,Kimberly,Christensen,1975-01-30,Other,deborahturner@example.org,(703)574-7677,Northeast,1.13
